date,EDZ,EEM,GLD,IEF,IWM,MGK,PDBC,PSQ,QQQ,SHV,SPHB,SPHQ,SPMO,SPY,TLT,USDU,USMV,VBR,VXX,VYM,XLP,XLU,XLV
2021-02-08,0.065482,0.001,0.16441025651424535,0.001,0.14822955679644434,0.05682857142857143,0.05500048990051061,0.009141666666666666,0.03590947544633757,0.14005966666666664,0.05682857142857143,0.001,0.001,0.04584252931359583,0.061193643678150965,0.07837652768967383,0.001,0.05682857142857143,0.01686847304199389,0.001,0.001,0.001,0.001
2021-02-09,0.065482,0.001,0.15910714700930984,0.001,0.15355383065892095,0.05682857142857143,0.05556720448018799,0.009141666666666666,0.03802715281851882,0.14005966666666664,0.028914285714285715,0.028914285714285715,0.001,0.04726520487940726,0.06353120443688513,0.07149907994809028,0.001,0.05682857142857143,0.01728012814963206,0.001,0.001,0.001,0.001
2021-02-10,0.065482,0.001,0.17389788934353037,0.001,0.15073744109010132,0.024261904761904762,0.056771695901798654,0.009141666666666666,0.037195521674687065,0.14005966666666664,0.047523809523809524,0.024261904761904762,0.001,0.04625051566368199,0.060568785812374175,0.09102812680912646,0.001,0.047523809523809524,0.017295261799938087,0.001,0.001,0.001,0.001
2021-02-11,0.065482,0.001,0.1702503980120178,0.001,0.16496754560071789,0.024261904761904762,0.05439935661635359,0.001,0.04039386158956783,0.13191799999999998,0.024261904761904762,0.047523809523809524,0.001,0.0502051810375169,0.06888203172650609,0.0835732361641247,0.001,0.047523809523809524,0.017356960681766658,0.001,0.001,0.001,0.001
2021-02-12,0.065482,0.001,0.17842057310747558,0.001,0.15746693135905673,0.024261904761904762,0.0537930137050018,0.001,0.038322056082522565,0.13191799999999998,0.024261904761904762,0.047523809523809524,0.001,0.04730737925273392,0.07084277608619623,0.08673210470172797,0.001,0.047523809523809524,0.0171437371338567,0.001,0.001,0.001,0.001
2021-02-16,0.065482,0.001,0.179223692990718,0.001,0.09805316742016994,0.001,0.013561401323467562,0.07020416666666666,0.024081407554420977,0.2202297003028026,0.047523809523809524,0.047523809523809524,0.001,0.029771834377231726,0.0535898990915922,0.07714772809303141,0.001,0.047523809523809524,0.017083573608470355,0.001,0.001,0.001,0.001
2021-02-17,0.065482,0.001,0.17871006398681763,0.001,0.10903266844165643,0.001,0.013906173355574473,0.057991666666666664,0.026843386971834145,0.2121559433257781,0.047523809523809524,0.001,0.001,0.033130213639360036,0.05338617002266557,0.0807219337999922,0.001,0.047523809523809524,0.01706835121822613,0.047523809523809524,0.001,0.001,0.001
2021-02-18,0.065482,0.001,0.19076604905163208,0.001,0.020069082077848775,0.001,0.05932165703814751,0.07427500000000001,0.022512991314775216,0.16448466666666664,0.047523809523809524,0.001,0.001,0.08921966719194838,0.05456811377755496,0.09137050484408955,0.001,0.047523809523809524,0.016358839465908326,0.047523809523809524,0.001,0.001,0.001
2021-02-19,0.065482,0.001,0.190114295749592,0.001,0.08282595891607969,0.001,0.059830680455473476,0.07427500000000001,0.022958869708395606,0.16448466666666664,0.047523809523809524,0.001,0.001,0.027081265327629663,0.051121208317371006,0.09395087357971522,0.001,0.047523809523809524,0.01630375270764812,0.047523809523809524,0.001,0.001,0.001
2021-02-22,0.065482,0.001,0.17430762655917298,0.001,0.08620994612815217,0.001,0.011879782902821576,0.07834583333333334,0.022144817342891934,0.22320579911491045,0.047523809523809524,0.001,0.001,0.028823662625201002,0.06908660265526864,0.07208256491198134,0.001,0.047523809523809524,0.01685993585483802,0.047523809523809524,0.001,0.001,0.001
2021-02-23,0.065482,0.001,0.17355793672988168,0.001,0.08571650693855445,0.001,0.011825242466072219,0.07834583333333334,0.022633324114867247,0.22284721589137252,0.047523809523809524,0.001,0.001,0.029222559576095014,0.07016235232588246,0.07169510722559032,0.001,0.047523809523809524,0.016940492826922206,0.047523809523809524,0.001,0.001,0.001
2021-02-24,0.065482,0.001,0.14311541485664458,0.001,0.03109297244840305,0.001,0.011651983171507934,0.07834583333333334,0.009996293963076722,0.22270079335834644,0.047523809523809524,0.001,0.001,0.01257035452021973,0.07060161992496064,0.13673797251874562,0.001,0.047523809523809524,0.06613333333333334,0.047523809523809524,0.001,0.001,0.001
2021-02-25,0.04301100000000001,0.001,0.0773630958814131,0.001,0.001,0.001,0.041786529958420374,0.01592937416666667,0.001,0.5234735466666667,0.038219047619047625,0.001,0.001,0.001,0.07640248073058178,0.09437682973910852,0.001,0.038219047619047625,0.001,0.038219047619047625,0.001,0.001,0.001
2021-02-26,0.04301100000000001,0.001,0.18600890060824612,0.001,0.001,0.001,0.05755051304374914,0.04170833333333333,0.001,0.28465566666666664,0.038219047619047625,0.001,0.001,0.001,0.001,0.11041019373983245,0.001,0.038219047619047625,0.021790408243896654,0.038219047619047625,0.001,0.12820784150713274,0.001
2021-03-01,0.065482,0.001,0.01143842688812145,0.001,0.08174121630370888,0.001,0.052690572826246646,0.057991666666666664,0.020573482535457877,0.3866057530961756,0.038219047619047625,0.001,0.001,0.02920841485082914,0.02509763524778788,0.09923308186000995,0.001,0.038219047619047625,0.022182971620065082,0.038219047619047625,0.02509763524778788,0.001,0.001
2021-03-02,0.043988000000000006,0.06613333333333334,0.18989784496699083,0.001,0.05882405877950742,0.001,0.05848526901496015,0.07834583333333334,0.015360104765871966,0.16426755555555553,0.038219047619047625,0.001,0.001,0.02147302213872698,0.02592250932034637,0.10735631248493585,0.001,0.038219047619047625,0.022366504128948927,0.038219047619047625,0.02592250932034637,0.001,0.001
2021-03-03,0.065482,0.001,0.19055901606828143,0.001,0.001,0.001,0.05883330703060803,0.07427500000000001,0.001,0.229618,0.038219047619047625,0.001,0.001,0.001,0.025987147141529113,0.11054374055695426,0.001,0.038219047619047625,0.022976417832394957,0.038219047619047625,0.0960682285130894,0.001,0.001
2021-03-04,0.043988000000000006,0.06613333333333334,0.008230568265606145,0.001,0.001,0.001,0.040957030580888974,0.037637500000000004,0.001,0.557052223727859,0.038219047619047625,0.001,0.001,0.001,0.018086390598687618,0.08417142003779439,0.001,0.038219047619047625,0.001,0.038219047619047625,0.001,0.001,0.018086390598687618
2021-03-05,0.065482,0.001,0.012105286818795639,0.001,0.001,0.001,0.05089832327084243,0.07020416666666666,0.001,0.45787656833054263,0.019609523809523813,0.001,0.001,0.001,0.1229762440534196,0.12792043008470763,0.001,0.019609523809523813,0.021708409346454006,0.019609523809523813,0.001,0.001,0.001
2021-03-08,0.04301100000000001,0.001,0.012820420222183632,0.001,0.001,0.001,0.04110329900377485,0.0132149425,0.001,0.658199073908675,0.010304761904761907,0.001,0.001,0.001,0.047523637202546,0.14021334144853465,0.001,0.010304761904761907,0.001,0.010304761904761907,0.001,0.001,0.001
2021-03-09,0.065482,0.001,0.24224564005783739,0.001,0.06534424704461139,0.001,0.05810197765905669,0.0620625,0.014535327998093678,0.20157448148148144,0.010304761904761907,0.001,0.001,0.023822802233681238,0.04679191815610259,0.15998679141965877,0.001,0.010304761904761907,0.020138028235191018,0.010304761904761907,0.001,0.001,0.001
2021-03-10,0.065482,0.001,0.24108966781355423,0.001,0.07536904396808328,0.001,0.05698395163336227,0.053920833333333335,0.016852975101358907,0.1934328148148148,0.010304761904761907,0.001,0.001,0.027485299564116234,0.04792750339857131,0.16120484080900155,0.001,0.010304761904761907,0.02033678384951838,0.010304761904761907,0.001,0.001,0.001
2021-03-11,0.065482,0.001,0.24239985089013982,0.001,0.07527684495179529,0.001,0.056029814927250725,0.053920833333333335,0.01656651432625251,0.19162355555555555,0.010304761904761907,0.001,0.001,0.027718092410030565,0.051010536584540044,0.15967861355290638,0.001,0.010304761904761907,0.02037905775391001,0.010304761904761907,0.001,0.001,0.001
2021-03-12,0.065482,0.001,0.24544457163558042,0.001,0.054437328717193686,0.001,0.058836084412658335,0.07020416666666666,0.012220847827999717,0.20790688888888886,0.010304761904761907,0.001,0.001,0.020222145075130763,0.038948466802198316,0.16601468337493225,0.001,0.010304761904761907,0.020368530884465257,0.010304761904761907,0.001,0.001,0.001
2021-03-15,0.065482,0.001,0.24401773145191372,0.001,0.0653677308614452,0.001,0.05840889592396757,0.0620625,0.014448162970910745,0.1997652222222222,0.010304761904761907,0.001,0.001,0.024161508047024244,0.04071116253302434,0.1653518610803594,0.001,0.010304761904761907,0.02030893919484682,0.010304761904761907,0.001,0.001,0.001
2021-03-16,0.065482,0.001,0.2463995295909622,0.001,0.014460264098191827,0.001,0.05837272481853478,0.0620625,0.014237482421696632,0.1997652222222222,0.010304761904761907,0.001,0.001,0.07346689373606576,0.04090186623624768,0.16494843258140396,0.001,0.010304761904761907,0.019988798580389124,0.010304761904761907,0.001,0.001,0.001
2021-03-17,0.065482,0.001,0.2460854758981986,0.001,0.06426514444584928,0.001,0.05803544891989956,0.0620625,0.01425329811111211,0.1997652222222222,0.010304761904761907,0.001,0.001,0.02391800529798463,0.04100541862473596,0.16541889474804708,0.001,0.010304761904761907,0.01979430601766483,0.010304761904761907,0.001,0.001,0.001
2021-03-18,0.065482,0.001,0.24310957755960722,0.001,0.01838389043430829,0.001,0.0451980447531846,0.04984999999999999,0.017975913133700974,0.18529114814814812,0.010304761904761907,0.001,0.001,0.09475945395785892,0.06292585269355865,0.15750925280038008,0.001,0.010304761904761907,0.01960058080496741,0.010304761904761907,0.001,0.001,0.001
2021-03-19,0.065482,0.001,0.2428626086650017,0.001,0.08274935735976574,0.001,0.04875522760955502,0.04577916666666667,0.017845863019975088,0.18529114814814812,0.010304761904761907,0.001,0.001,0.03053531769081223,0.06377038637865995,0.15744157006013487,0.001,0.010304761904761907,0.019573068686994842,0.010304761904761907,0.001,0.001,0.001
2021-03-22,0.065482,0.001,0.24947921903260695,0.001,0.018107619292440386,0.001,0.045895665209470575,0.04984999999999999,0.01750189381977488,0.18529114814814812,0.010304761904761907,0.001,0.001,0.09194753825209082,0.060178487598849674,0.15815056966284746,0.001,0.010304761904761907,0.0182015732694854,0.010304761904761907,0.001,0.001,0.001
2021-03-23,0.05831733333333334,0.022711111111111112,0.2488305459242683,0.001,0.01943375197538873,0.001,0.010322834281549554,0.04170833333333333,0.02014444036259972,0.19664793910281542,0.005652380952380953,0.005652380952380953,0.001,0.10425570154173526,0.06540558760532968,0.15526661708801928,0.005652380952380953,0.005652380952380953,0.018041518626230556,0.010304761904761907,0.001,0.001,0.001
2021-03-24,0.02965866666666667,0.10955555555555554,0.24705581534094986,0.001,0.009556836176588975,0.001,0.04379287776185675,0.04170833333333333,0.009693498866315927,0.12431911111111112,0.010304761904761907,0.001,0.001,0.04888299829042843,0.122943325620674,0.1557107823544773,0.005652380952380953,0.005652380952380953,0.018207913207756356,0.010304761904761907,0.001,0.001,0.001
2021-03-25,0.02965866666666667,0.10955555555555554,0.24548685184238403,0.001,0.01859110333337269,0.001,0.04300662077727584,0.04170833333333333,0.01956744999476881,0.10441725925925924,0.010304761904761907,0.001,0.001,0.10560224261642416,0.06589662722835528,0.1560399997814687,0.005652380952380953,0.005652380952380953,0.021555003896849907,0.010304761904761907,0.001,0.001,0.001
2021-03-26,0.065482,0.001,0.18980822065028793,0.001,0.011699133676945118,0.001,0.0432182712343388,0.037637500000000004,0.012355853201419534,0.17714948148148144,0.005652380952380953,0.005652380952380953,0.001,0.06398019830682054,0.08124513457705186,0.21137658782403562,0.005652380952380953,0.005652380952380953,0.06613333333333334,0.010304761904761907,0.001,0.001,0.001
2021-03-29,0.065482,0.001,0.18550552592667008,0.001,0.011155007016878452,0.001,0.04373169167349852,0.04170833333333333,0.012114114605709523,0.17714948148148144,0.005652380952380953,0.005652380952380953,0.001,0.0647660635625972,0.07980851373502339,0.21253164961718896,0.005652380952380953,0.005652380952380953,0.06613333333333334,0.010304761904761907,0.001,0.001,0.001
2021-03-30,0.065482,0.001,0.23334934628177403,0.001,0.01824303115561339,0.001,0.0390255115394661,0.04577916666666667,0.02021468649882786,0.17714948148148144,0.010304761904761907,0.001,0.001,0.11106123091833803,0.08247670535604071,0.14737536885723018,0.005652380952380953,0.005652380952380953,0.01992918553027576,0.010304761904761907,0.001,0.001,0.001
2021-03-31,0.065482,0.001,0.22896601847123932,0.001,0.017896928979376926,0.001,0.03826238623991358,0.04170833333333333,0.020989702291685192,0.17714948148148144,0.005652380952380953,0.005652380952380953,0.001,0.11534826977375391,0.08565379466425635,0.14675352553412394,0.005652380952380953,0.005652380952380953,0.021875273516550206,0.010304761904761907,0.001,0.001,0.001
2021-04-01,0.065482,0.001,0.2330657218008011,0.001,0.0245690474490165,0.001,0.0400528419319164,0.001,0.02788081128649311,0.15543837037037037,0.005652380952380953,0.005652380952380953,0.001,0.16020540797540345,0.07630523023898839,0.15240260657718607,0.005652380952380953,0.005652380952380953,0.023683676655538874,0.010304761904761907,0.001,0.001,0.001
2021-04-05,0.065482,0.001,0.2313625253795994,0.001,0.021802898959998294,0.001,0.04059033142368656,0.037637500000000004,0.023860212685788824,0.14458281481481478,0.005652380952380953,0.005652380952380953,0.001,0.14225404318316093,0.07408221905149144,0.153728126011767,0.005652380952380953,0.005652380952380953,0.024703042775407028,0.010304761904761907,0.001,0.001,0.001
2021-04-06,0.065482,0.001,0.22868168338963973,0.001,0.02514559055340472,0.001,0.03990671372277338,0.001,0.030426372273793394,0.14458281481481478,0.005652380952380953,0.005652380952380953,0.001,0.17043162511915708,0.08100572203780917,0.1480510062644365,0.005652380952380953,0.005652380952380953,0.02537218610988543,0.010304761904761907,0.001,0.001,0.001
2021-04-07,0.065482,0.001,0.2244816511705509,0.001,0.024214408936056565,0.001,0.03979696612706479,0.001,0.033792036814254654,0.14458281481481478,0.005652380952380953,0.005652380952380953,0.001,0.17357547227578116,0.07476153532028602,0.1529772858801279,0.005652380952380953,0.005652380952380953,0.02542154294677742,0.010304761904761907,0.001,0.001,0.001
2021-04-08,0.051152666666666666,0.044422222222222224,0.22649874199105013,0.001,0.024327018713441548,0.001,0.040436088626866595,0.001,0.03332525651811146,0.11548992592592591,0.005652380952380953,0.005652380952380953,0.001,0.17212741589048325,0.07253324254065852,0.1541109407714433,0.005652380952380953,0.005652380952380953,0.025662194418844618,0.010304761904761907,0.001,0.001,0.001
2021-04-09,0.05831733333333334,0.022711111111111112,0.22224096417986033,0.001,0.02502747293561297,0.001,0.040781933646509214,0.001,0.03481401511237983,0.13003637037037039,0.005652380952380953,0.005652380952380953,0.001,0.17464354163005663,0.07178594076954115,0.15456348460873068,0.005652380952380953,0.005652380952380953,0.025163546588208567,0.010304761904761907,0.001,0.001,0.001
2021-04-12,0.05831733333333334,0.022711111111111112,0.22144510338166876,0.001,0.024289460794951704,0.001,0.041028634776792756,0.001,0.03421347729531787,0.1336548888888889,0.005652380952380953,0.005652380952380953,0.001,0.1689983530871772,0.07473402195419933,0.15535825731263925,0.005652380952380953,0.005652380952380953,0.02533507234963409,0.010304761904761907,0.001,0.001,0.001
2021-04-13,0.051152666666666666,0.044422222222222224,0.16493282174195587,0.001,0.017002276522358643,0.014957142857142856,0.04049468720053189,0.001,0.02368814304399101,0.11548992592592591,0.014957142857142856,0.028914285714285715,0.001,0.11654893228550219,0.07751862810023961,0.18687350581441545,0.014957142857142856,0.001,0.06613333333333334,0.014957142857142856,0.001,0.001,0.001
2021-04-14,0.05831733333333334,0.022711111111111112,0.20828561153979913,0.001,0.023250645714061043,0.001,0.047076599856833434,0.009141666666666666,0.031212138200670234,0.14179655555555556,0.010304761904761907,0.010304761904761907,0.001,0.1586199341682033,0.06498474891187155,0.14208173045221245,0.010304761904761907,0.010304761904761907,0.025693353061110744,0.019609523809523813,0.001,0.001,0.001
2021-04-15,0.051152666666666666,0.044422222222222224,0.1956559342233705,0.001,0.015123994148632827,0.001,0.04715531789213959,0.009141666666666666,0.019643581867795183,0.12363159259259257,0.001,0.010304761904761907,0.001,0.09804677583542383,0.06512242426769702,0.22585620456917382,0.005652380952380953,0.005652380952380953,0.06613333333333334,0.010304761904761907,0.001,0.001,0.001
2021-04-16,0.05831733333333334,0.022711111111111112,0.18034070678662575,0.001,0.014062701103154693,0.001,0.04958907931896456,0.009141666666666666,0.02088727460017781,0.19064655555555557,0.001,0.010304761904761907,0.001,0.09831669096333417,0.11196771019807394,0.20410488464871668,0.005652380952380953,0.005652380952380953,0.001,0.010304761904761907,0.001,0.001,0.001
2021-04-19,0.05831733333333334,0.022711111111111112,0.21190481941543038,0.001,0.024012042566450377,0.001,0.05148380995957536,0.009141666666666666,0.03490985014922929,0.13817803703703704,0.001,0.010304761904761907,0.001,0.1695655119904767,0.05611995718003405,0.1584735597449314,0.005652380952380953,0.005652380952380953,0.02626801513143849,0.010304761904761907,0.001,0.001,0.001
2021-04-20,0.051152666666666666,0.044422222222222224,0.21231616512948132,0.001,0.021415079470772043,0.001,0.05125370356825741,0.017283333333333335,0.032947165638848336,0.13539177777777775,0.001,0.010304761904761907,0.001,0.15126291416603851,0.05698132462937016,0.15809229899642324,0.010304761904761907,0.001,0.028567062686523228,0.010304761904761907,0.001,0.001,0.001
2021-04-21,0.051152666666666666,0.044422222222222224,0.20782487531328087,0.001,0.023987196954145033,0.001,0.05060976806116262,0.009141666666666666,0.0346397491105937,0.1272501111111111,0.001,0.010304761904761907,0.001,0.16445997679778188,0.0601138974874068,0.1583290418021854,0.010304761904761907,0.001,0.029154542092491267,0.010304761904761907,0.001,0.001,0.001
2021-04-22,0.022494000000000004,0.13126666666666667,0.207625911989399,0.001,0.022206299132860846,0.001,0.05088795378166366,0.025425000000000003,0.031196904166777322,0.08534766666666667,0.001,0.005652380952380953,0.001,0.13997757740192826,0.06227823252574797,0.15695645161736368,0.010304761904761907,0.005652380952380953,0.025423050336640083,0.010304761904761907,0.001,0.001,0.001
2021-04-23,0.051152666666666666,0.044422222222222224,0.20663083101112384,0.001,0.024605590603030476,0.001,0.05194888563706079,0.025425000000000003,0.03347430660330888,0.1272501111111111,0.001,0.005652380952380953,0.001,0.1505238131869873,0.041022717253237806,0.14969910652109167,0.010304761904761907,0.005652380952380953,0.02498088484583402,0.010304761904761907,0.0309495786240395,0.001,0.001
2021-04-26,0.065482,0.001,0.17582875463369416,0.001,0.0219844104261768,0.014957142857142856,0.05395505249141268,0.03356666666666667,0.029943511012710665,0.16448466666666664,0.001,0.028914285714285715,0.001,0.14008749758754627,0.039538672182203985,0.12627821221321237,0.014957142857142856,0.014957142857142856,0.024628385022017366,0.014957142857142856,0.029479313954835253,0.001,0.001
2021-04-27,0.065482,0.001,0.17747668042079798,0.001,0.024527108679562915,0.014957142857142856,0.05314497920829322,0.03356666666666667,0.028444165289978892,0.16448466666666664,0.014957142857142856,0.014957142857142856,0.001,0.13778545509314177,0.039655509609979434,0.12637360417379664,0.014957142857142856,0.014957142857142856,0.024510913666036093,0.014957142857142856,0.029805393382222573,0.001,0.001
2021-04-28,0.065482,0.001,0.17192553966965793,0.001,0.025046742725793915,0.001,0.05374476980863707,0.03356666666666667,0.028171231382995817,0.16448466666666664,0.019609523809523813,0.001,0.001,0.13739197143174006,0.03751876985479911,0.10653221423171645,0.019609523809523813,0.038219047619047625,0.023873938060445982,0.038219047619047625,0.02960434664373753,0.001,0.001
2021-04-29,0.065482,0.001,0.21643309473005673,0.001,0.020090885093553317,0.001,0.05291888281867456,0.07020416666666666,0.022957731926853783,0.16448466666666664,0.005652380952380953,0.001,0.001,0.10790638148922788,0.07001642634067827,0.14635554767375306,0.005652380952380953,0.010304761904761907,0.023235930879583346,0.010304761904761907,0.001,0.001,0.001
2021-04-30,0.051152666666666666,0.044422222222222224,0.2079057959943615,0.001,0.0233582439020423,0.001,0.05384427788161863,0.03356666666666667,0.0280996393462989,0.13720103703703704,0.019609523809523813,0.001,0.001,0.12805813619979467,0.07460308346021034,0.1292806255027591,0.010304761904761907,0.010304761904761907,0.021679033691750615,0.019609523809523813,0.001,0.001,0.001
2021-05-03,0.051152666666666666,0.044422222222222224,0.20889748254773663,0.001,0.023022016559538946,0.001,0.05120673642903368,0.03356666666666667,0.030505121309879514,0.13720103703703704,0.010304761904761907,0.001,0.001,0.13764707748686172,0.08980212856891635,0.13253536973899502,0.005652380952380953,0.005652380952380953,0.02112718905215966,0.010304761904761907,0.001,0.001,0.001
2021-05-04,0.043988000000000006,0.06613333333333334,0.19765476495282333,0.001,0.022914506627957743,0.001,0.05143078729899424,0.03356666666666667,0.02795424896896925,0.12084533333333333,0.010304761904761907,0.001,0.001,0.13407099303873932,0.08950148680856017,0.12420557855900786,0.010304761904761907,0.019609523809523813,0.020905728983043298,0.019609523809523813,0.001,0.001,0.001
2021-05-05,0.022494000000000004,0.13126666666666667,0.18380680936087393,0.001,0.023848622990910333,0.001,0.05135056908548165,0.03356666666666667,0.02765460743415402,0.077206,0.028914285714285715,0.001,0.001,0.13374069361342972,0.050799693871847316,0.1100030099900314,0.014957142857142856,0.014957142857142856,0.020890627351945742,0.028914285714285715,0.001,0.039629175825135414,0.001
2021-05-06,0.022494000000000004,0.13126666666666667,0.1793855062286008,0.001,0.024504812235742034,0.001,0.05087755441562225,0.03356666666666667,0.02846352600899276,0.077206,0.028914285714285715,0.001,0.001,0.1345434301408372,0.051774618508885276,0.10993452594225162,0.014957142857142856,0.014957142857142856,0.02160834885718678,0.028914285714285715,0.001,0.04063148718569083,0.001
2021-05-07,0.022494000000000004,0.13126666666666667,0.1666571050243923,0.001,0.012820663790164138,0.001,0.05397630874911914,0.03356666666666667,0.015136939667065738,0.077206,0.028914285714285715,0.001,0.001,0.0703890586978946,0.046409078391261224,0.17428724799086,0.014957142857142856,0.014957142857142856,0.06613333333333334,0.028914285714285715,0.001,0.03591407387971904,0.001
2021-05-10,0.043988000000000006,0.06613333333333334,0.18095418503688745,0.001,0.009461291318658385,0.001,0.04931701223884074,0.057991666666666664,0.010789022740533411,0.11270366666666667,0.019609523809523813,0.001,0.001,0.05331820395338733,0.10018132382796072,0.18220038945516048,0.010304761904761907,0.010304761904761907,0.06613333333333334,0.019609523809523813,0.001,0.001,0.001
2021-05-11,0.022494000000000004,0.13126666666666667,0.20814745957451364,0.001,0.01831869785354406,0.001,0.05000902906658662,0.07020416666666666,0.021930935483565245,0.077206,0.019609523809523813,0.001,0.001,0.10277302753615725,0.09409630738725948,0.11839473835594172,0.010304761904761907,0.010304761904761907,0.018330399980527257,0.019609523809523813,0.001,0.001,0.001
2021-05-12,0.022494000000000004,0.13126666666666667,0.10721240987962505,0.001,0.005082708655892212,0.001,0.05847539100119808,0.03356666666666667,0.006047339861470329,0.3051726666666667,0.028914285714285715,0.001,0.001,0.026392417050325623,0.09620511210695097,0.1123417643016806,0.014957142857142856,0.014957142857142856,0.001,0.028914285714285715,0.001,0.001,0.001
2021-05-13,0.022494000000000004,0.13126666666666667,0.21921527584119646,0.001,0.006722238791344383,0.001,0.04695556249142532,0.0620625,0.008763258268665648,0.06906433333333334,0.019609523809523813,0.001,0.001,0.03720074144778497,0.20138565170444298,0.11486307440558191,0.010304761904761907,0.010304761904761907,0.013178125620986879,0.019609523809523813,0.001,0.001,0.001
